producto,toneladas,fecha
soja,3609046,2013/9
avena,1759,2014/4
avena,1317,2014/8
avena,571,2014/12
avena,1503,2014/1
avena,1408,2014/2
avena,1548,2014/7
avena,1667,2014/6
avena,1762,2014/3
avena,1174,2014/5
avena,775,2014/11
avena,1416,2014/10
avena,982,2014/9
centeno,33,2014/4
centeno,24,2014/8
centeno,55,2014/12
centeno,58,2014/1
centeno,108,2014/2
centeno,23,2014/7
centeno,21,2014/6
centeno,17,2014/3
centeno,29,2014/5
centeno,4,2014/11
centeno,8,2014/10
centeno,29,2014/9
girasol,278019,2014/4
girasol,145759,2014/8
girasol,110244,2014/12
girasol,180816,2014/1
girasol,186811,2014/2
girasol,139863,2014/7
girasol,243046,2014/6
girasol,320204,2014/3
girasol,185215,2014/5
girasol,104469,2014/11
girasol,201357,2014/10
girasol,120788,2014/9
maiz,385313,2014/4
maiz,367413,2014/8
maiz,344092,2014/12
maiz,371953,2014/1
maiz,319106,2014/2
maiz,387764,2014/7
maiz,361202,2014/6
maiz,400433,2014/3
maiz,372766,2014/5
maiz,363167,2014/11
maiz,392631,2014/10
maiz,371103,2014/9
mani,15461,2014/4
mani,27513,2014/8
mani,28073,2014/12
mani,14295,2014/1
mani,15535,2014/2
mani,2266,2014/7
mani,18121,2014/6
mani,3914,2014/3
mani,5431,2014/5
mani,5031,2014/11
mani,12982,2014/10
mani,18740,2014/9
soja,3936380,2014/4
soja,3534155,2014/8
soja,2517597,2014/12
soja,1999611,2014/1
soja,1559708,2014/2
soja,3950216,2014/7
soja,4222746,2014/6
soja,2134374,2014/3
soja,4695754,2014/5
soja,3226757,2014/11
soja,3176909,2014/10
soja,3399977,2014/9
avena,1659,2015/4
avena,1458,2015/8
avena,662,2015/12
avena,1523,2015/1
avena,1404,2015/2
avena,1746,2015/7
avena,1928,2015/6
avena,1458,2015/3
avena,1512,2015/5
avena,593,2015/11
avena,1402,2015/10
avena,1735,2015/9
centeno,5,2015/4
centeno,16,2015/8
centeno,36,2015/12
centeno,3,2015/1
centeno,5,2015/2
centeno,22,2015/7
centeno,4,2015/6
centeno,15,2015/3
centeno,5,2015/5
centeno,4,2015/11
centeno,4,2015/10
centeno,7,2015/9
girasol,345134,2015/4
girasol,265382,2015/8
girasol,159681,2015/12
girasol,195625,2015/1
girasol,166264,2015/2
girasol,283996,2015/7
girasol,245595,2015/6
girasol,428639,2015/3
girasol,95740,2015/5
girasol,129438,2015/11
girasol,123299,2015/10
girasol,191515,2015/9
maiz,447173,2015/4
maiz,435932,2015/8
maiz,420271,2015/12
maiz,434901,2015/1
maiz,417929,2015/2
maiz,487894,2015/7
maiz,461266,2015/6
maiz,457367,2015/3
maiz,461227,2015/5
maiz,427696,2015/11
maiz,485449,2015/10
maiz,484853,2015/9
mani,17685,2015/4
mani,17397,2015/8
mani,25668,2015/12
mani,4569,2015/1
mani,15418,2015/2
mani,22234,2015/7
mani,25492,2015/6
mani,5843,2015/3
mani,22323,2015/5
mani,22629,2015/11
mani,4045,2015/10
mani,21533,2015/9
soja,4308784,2015/4
soja,4312399,2015/8
soja,2648680,2015/12
soja,1830061,2015/1
soja,2146158,2015/2
soja,4824597,2015/7
soja,4585318,2015/6
soja,2308569,2015/3
soja,3647017,2015/5
soja,3038324,2015/11
soja,3927781,2015/10
soja,3873918,2015/9
avena,2256,2016/4
avena,2385,2016/8
avena,1120,2016/12
avena,1593,2016/1
avena,1255,2016/2
avena,2123,2016/7
avena,1782,2016/6
avena,1353,2016/3
avena,2066,2016/5
avena,2188,2016/11
avena,2108,2016/10
avena,2160,2016/9
centeno,24,2016/4
centeno,28,2016/8
centeno,19,2016/12
centeno,20,2016/1
centeno,19,2016/2
centeno,23,2016/7
centeno,18,2016/6
centeno,59,2016/3
centeno,21,2016/5
centeno,18,2016/11
centeno,16,2016/10
centeno,16,2016/9
girasol,387656,2016/4
girasol,232073,2016/8
girasol,139675,2016/12
girasol,201256,2016/1
girasol,278630,2016/2
girasol,222617,2016/7
girasol,309359,2016/6
girasol,411584,2016/3
girasol,217533,2016/5
girasol,93321,2016/11
girasol,129406,2016/10
girasol,122460,2016/9
maiz,451189,2016/4
maiz,463206,2016/8
maiz,406866,2016/12
maiz,451414,2016/1
maiz,416106,2016/2
maiz,425787,2016/7
maiz,404035,2016/6
maiz,466502,2016/3
maiz,417920,2016/5
maiz,449966,2016/11
maiz,420647,2016/10
maiz,448784,2016/9
mani,17752,2016/4
mani,20969,2016/8
mani,23623,2016/12
mani,10003,2016/1
mani,13422,2016/2
mani,8938,2016/7
mani,17134,2016/6
mani,15743,2016/3
mani,16075,2016/5
mani,24790,2016/11
mani,5764,2016/10
mani,20125,2016/9
soja,3772097,2016/4
soja,3802350,2016/8
soja,3413210,2016/12
soja,3953829,2016/1
soja,3246074,2016/2
soja,4018364,2016/7
soja,4088893,2016/6
soja,3276141,2016/3
soja,4398247,2016/5
soja,3687513,2016/11
soja,3741934,2016/10
soja,3579866,2016/9
avena,1682,2017/4
avena,2640,2017/8
avena,996,2017/12
avena,1637,2017/1
avena,1553,2017/2
avena,1476,2017/7
avena,3443,2017/6
avena,2039,2017/3
avena,2578,2017/5
avena,2321,2017/11
avena,2342,2017/10
avena,2182,2017/9
centeno,19,2017/4
centeno,26,2017/8
centeno,17,2017/12
centeno,17,2017/1
centeno,14,2017/2
centeno,23,2017/7
centeno,18,2017/6
centeno,37,2017/3
centeno,15,2017/5
centeno,23,2017/11
centeno,18,2017/10
centeno,22,2017/9
girasol,433761,2017/4
girasol,300018,2017/8
girasol,108423,2017/12
girasol,308973,2017/1
girasol,203940,2017/2
girasol,317867,2017/7
girasol,251376,2017/6
girasol,416095,2017/3
girasol,315786,2017/5
girasol,107100,2017/11
girasol,183022,2017/10
girasol,208876,2017/9
maiz,449431,2017/4
maiz,483268,2017/8
maiz,472799,2017/12
maiz,442819,2017/1
maiz,391675,2017/2
maiz,475235,2017/7
maiz,471383,2017/6
maiz,479873,2017/3
maiz,455560,2017/5
maiz,502225,2017/11
maiz,506359,2017/10
maiz,487019,2017/9
mani,22419,2017/4
mani,24650,2017/8
mani,28290,2017/12
mani,1710,2017/1
mani,29166,2017/2
mani,21543,2017/7
mani,18324,2017/6
mani,5744,2017/3
mani,3600,2017/5
mani,28371,2017/11
mani,4258,2017/10
mani,21076,2017/9
soja,4034294,2017/4
soja,3796371,2017/8
soja,2214813,2017/12
soja,2996745,2017/1
soja,2648599,2017/2
soja,4345397,2017/7
soja,3957880,2017/6
soja,3395404,2017/3
soja,4570118,2017/5
soja,3389842,2017/11
soja,3618012,2017/10
soja,3270099,2017/9
